------------------------------
model:ResNet152
num_classes:21
num_epoch:3000
learning_rate:0.01
im_width:256
im_height:256
iter_smooth:10
Epoch [1/3000], Iter [10/105], lr: 0.010000, Loss: 3.1041, top1: 6.2500
Epoch [3/3000], Iter [50/105], lr: 0.010000, Loss: 1.1407, top1: 62.5000
Epoch [3/3000], Iter [60/105], lr: 0.010000, Loss: 1.1779, top1: 61.2500
Epoch [3/3000], Iter [70/105], lr: 0.010000, Loss: 1.1154, top1: 66.8750
Epoch [3/3000], Iter [80/105], lr: 0.010000, Loss: 1.0187, top1: 64.3750
Epoch [3/3000], Iter [90/105], lr: 0.010000, Loss: 1.0865, top1: 63.1250
Epoch [3/3000], Iter [100/105], lr: 0.010000, Loss: 1.3408, top1: 53.7500
Epoch [3/3000], Val_Loss: 1.1585, Val_top1: 60.6132, val_time: 3.9206 s
Epoch [4/3000], Iter [10/105], lr: 0.010000, Loss: 1.1099, top1: 63.7500
Epoch [4/3000], Iter [20/105], lr: 0.010000, Loss: 1.1970, top1: 66.8750
Epoch [4/3000], Iter [30/105], lr: 0.010000, Loss: 0.9864, top1: 65.0000
Epoch [4/3000], Iter [40/105], lr: 0.010000, Loss: 0.9026, top1: 70.0000
Epoch [4/3000], Iter [50/105], lr: 0.010000, Loss: 1.0066, top1: 65.6250
Epoch [4/3000], Iter [60/105], lr: 0.010000, Loss: 1.0122, top1: 64.3750
Epoch [4/3000], Iter [70/105], lr: 0.010000, Loss: 1.0215, top1: 61.2500
Epoch [4/3000], Iter [80/105], lr: 0.010000, Loss: 1.1062, top1: 66.2500
Epoch [4/3000], Iter [90/105], lr: 0.010000, Loss: 1.1287, top1: 63.7500
Epoch [4/3000], Iter [100/105], lr: 0.010000, Loss: 0.9963, top1: 67.5000
Epoch [4/3000], Val_Loss: 0.7275, Val_top1: 76.8868, val_time: 4.0522 s
Epoch [5/3000], Iter [10/105], lr: 0.010000, Loss: 1.0168, top1: 68.7500
Epoch [5/3000], Iter [20/105], lr: 0.010000, Loss: 1.0392, top1: 67.5000
Epoch [5/3000], Iter [30/105], lr: 0.010000, Loss: 0.9521, top1: 67.5000
Epoch [5/3000], Iter [40/105], lr: 0.010000, Loss: 0.9538, top1: 67.5000
Epoch [5/3000], Iter [50/105], lr: 0.010000, Loss: 1.0012, top1: 68.1250
Epoch [5/3000], Iter [60/105], lr: 0.010000, Loss: 0.8701, top1: 72.5000
Epoch [5/3000], Iter [70/105], lr: 0.010000, Loss: 0.9389, top1: 71.8750
Epoch [5/3000], Iter [80/105], lr: 0.010000, Loss: 0.7736, top1: 76.8750
Epoch [5/3000], Iter [90/105], lr: 0.010000, Loss: 0.7614, top1: 80.0000
Epoch [5/3000], Iter [100/105], lr: 0.010000, Loss: 0.8146, top1: 75.0000
Epoch [5/3000], Val_Loss: 0.5182, Val_top1: 84.9057, val_time: 3.9043 s
Epoch [6/3000], Iter [10/105], lr: 0.010000, Loss: 0.8905, top1: 69.5833
Epoch [6/3000], Iter [20/105], lr: 0.010000, Loss: 0.8444, top1: 73.1250
Epoch [6/3000], Iter [30/105], lr: 0.010000, Loss: 0.7292, top1: 78.7500
Epoch [6/3000], Iter [40/105], lr: 0.010000, Loss: 0.8486, top1: 73.1250
Epoch [6/3000], Iter [50/105], lr: 0.010000, Loss: 0.8427, top1: 73.1250
Epoch [6/3000], Iter [60/105], lr: 0.010000, Loss: 0.8677, top1: 70.0000
Epoch [6/3000], Iter [70/105], lr: 0.010000, Loss: 0.8556, top1: 73.1250
Epoch [6/3000], Iter [80/105], lr: 0.010000, Loss: 1.0434, top1: 65.6250
Epoch [6/3000], Iter [90/105], lr: 0.010000, Loss: 0.7052, top1: 80.6250
Epoch [6/3000], Iter [100/105], lr: 0.010000, Loss: 0.6703, top1: 76.2500
Epoch [6/3000], Val_Loss: 0.4982, Val_top1: 83.7264, val_time: 3.9271 s
Epoch [7/3000], Iter [10/105], lr: 0.010000, Loss: 0.8286, top1: 75.8333
Epoch [7/3000], Iter [20/105], lr: 0.010000, Loss: 0.7183, top1: 78.1250
Epoch [7/3000], Iter [30/105], lr: 0.010000, Loss: 0.8607, top1: 70.0000
Epoch [7/3000], Iter [40/105], lr: 0.010000, Loss: 0.8624, top1: 73.7500
Epoch [7/3000], Iter [50/105], lr: 0.010000, Loss: 0.7173, top1: 78.1250
Epoch [7/3000], Iter [60/105], lr: 0.010000, Loss: 0.5832, top1: 83.1250
Epoch [7/3000], Iter [70/105], lr: 0.010000, Loss: 0.8020, top1: 73.7500
Epoch [7/3000], Iter [80/105], lr: 0.010000, Loss: 0.7374, top1: 78.7500
Epoch [7/3000], Iter [90/105], lr: 0.010000, Loss: 0.7141, top1: 79.3750
Epoch [7/3000], Iter [100/105], lr: 0.010000, Loss: 0.8723, top1: 68.7500
Epoch [7/3000], Val_Loss: 0.5018, Val_top1: 84.4340, val_time: 3.9467 s
Epoch [8/3000], Iter [10/105], lr: 0.010000, Loss: 0.7551, top1: 77.5000
Epoch [8/3000], Iter [20/105], lr: 0.010000, Loss: 0.8336, top1: 75.6250
Epoch [8/3000], Iter [30/105], lr: 0.010000, Loss: 0.7896, top1: 75.6250
Epoch [8/3000], Iter [40/105], lr: 0.010000, Loss: 0.6814, top1: 76.2500
Epoch [8/3000], Iter [50/105], lr: 0.010000, Loss: 0.6249, top1: 81.2500
Epoch [8/3000], Iter [60/105], lr: 0.010000, Loss: 0.7430, top1: 75.0000
Epoch [8/3000], Iter [70/105], lr: 0.010000, Loss: 0.7609, top1: 79.3750
Epoch [8/3000], Iter [80/105], lr: 0.010000, Loss: 0.6306, top1: 82.5000
Epoch [8/3000], Iter [90/105], lr: 0.010000, Loss: 0.9661, top1: 73.7500
Epoch [8/3000], Iter [100/105], lr: 0.010000, Loss: 0.6551, top1: 76.2500
Epoch [8/3000], Val_Loss: 0.5215, Val_top1: 86.5566, val_time: 3.9738 s
Epoch [9/3000], Iter [10/105], lr: 0.010000, Loss: 0.7833, top1: 75.4167
Epoch [9/3000], Iter [20/105], lr: 0.010000, Loss: 0.7384, top1: 76.8750
Epoch [9/3000], Iter [30/105], lr: 0.010000, Loss: 0.9940, top1: 66.2500
Epoch [9/3000], Iter [40/105], lr: 0.010000, Loss: 0.7269, top1: 78.7500
Epoch [9/3000], Iter [50/105], lr: 0.010000, Loss: 0.6910, top1: 81.8750
Epoch [9/3000], Iter [60/105], lr: 0.010000, Loss: 0.9048, top1: 72.5000
Epoch [9/3000], Iter [70/105], lr: 0.010000, Loss: 0.6974, top1: 79.3750
Epoch [9/3000], Iter [80/105], lr: 0.010000, Loss: 0.8958, top1: 75.0000
Epoch [9/3000], Iter [90/105], lr: 0.010000, Loss: 0.6419, top1: 80.6250
Epoch [9/3000], Iter [100/105], lr: 0.010000, Loss: 0.8245, top1: 73.7500
Epoch [9/3000], Val_Loss: 0.7357, Val_top1: 75.4717, val_time: 4.0467 s
Epoch [10/3000], Iter [10/105], lr: 0.010000, Loss: 0.8043, top1: 76.2500
Epoch [10/3000], Iter [20/105], lr: 0.010000, Loss: 0.7654, top1: 73.1250
Epoch [10/3000], Iter [30/105], lr: 0.010000, Loss: 0.6039, top1: 81.8750
Epoch [10/3000], Iter [40/105], lr: 0.010000, Loss: 0.6948, top1: 79.3750
Epoch [10/3000], Iter [50/105], lr: 0.010000, Loss: 0.7468, top1: 77.5000
Epoch [10/3000], Iter [60/105], lr: 0.010000, Loss: 0.6511, top1: 81.2500
Epoch [10/3000], Iter [70/105], lr: 0.010000, Loss: 0.6835, top1: 80.0000
Epoch [10/3000], Iter [80/105], lr: 0.010000, Loss: 0.7513, top1: 74.3750
Epoch [10/3000], Iter [90/105], lr: 0.010000, Loss: 0.7390, top1: 73.7500
Epoch [10/3000], Iter [100/105], lr: 0.010000, Loss: 0.7650, top1: 79.3750
Epoch [10/3000], Val_Loss: 0.3578, Val_top1: 89.1509, val_time: 3.8269 s
Epoch [11/3000], Iter [10/105], lr: 0.010000, Loss: 0.8089, top1: 75.4167
Epoch [11/3000], Iter [20/105], lr: 0.010000, Loss: 1.0657, top1: 64.3750
Epoch [11/3000], Iter [30/105], lr: 0.010000, Loss: 0.5104, top1: 85.6250
Epoch [11/3000], Iter [40/105], lr: 0.010000, Loss: 0.6757, top1: 77.5000
Epoch [11/3000], Iter [50/105], lr: 0.010000, Loss: 0.7542, top1: 75.6250
Epoch [11/3000], Iter [60/105], lr: 0.010000, Loss: 0.5671, top1: 85.0000
Epoch [11/3000], Iter [70/105], lr: 0.010000, Loss: 0.6985, top1: 75.0000
Epoch [11/3000], Iter [80/105], lr: 0.010000, Loss: 0.7495, top1: 77.5000
Epoch [11/3000], Iter [90/105], lr: 0.010000, Loss: 0.6100, top1: 79.3750
Epoch [11/3000], Iter [100/105], lr: 0.010000, Loss: 0.6949, top1: 72.5000
Epoch [11/3000], Val_Loss: 0.4826, Val_top1: 85.1415, val_time: 3.8499 s
Epoch [12/3000], Iter [10/105], lr: 0.010000, Loss: 0.6370, top1: 81.2500
Epoch [12/3000], Iter [20/105], lr: 0.010000, Loss: 0.7072, top1: 76.8750
Epoch [12/3000], Iter [30/105], lr: 0.010000, Loss: 0.7239, top1: 80.0000
Epoch [12/3000], Iter [40/105], lr: 0.010000, Loss: 0.5105, top1: 84.3750
Epoch [12/3000], Iter [50/105], lr: 0.010000, Loss: 0.5448, top1: 82.5000
Epoch [12/3000], Iter [60/105], lr: 0.010000, Loss: 0.8417, top1: 73.1250
Epoch [12/3000], Iter [70/105], lr: 0.010000, Loss: 0.6778, top1: 80.0000
Epoch [12/3000], Iter [80/105], lr: 0.010000, Loss: 0.8489, top1: 71.2500
Epoch [12/3000], Iter [90/105], lr: 0.010000, Loss: 0.6200, top1: 81.8750
Epoch [12/3000], Iter [100/105], lr: 0.010000, Loss: 0.5556, top1: 83.7500
Epoch [12/3000], Val_Loss: 0.4554, Val_top1: 85.3774, val_time: 3.8781 s
Epoch [13/3000], Iter [10/105], lr: 0.010000, Loss: 0.7150, top1: 76.2500
Epoch [13/3000], Iter [20/105], lr: 0.010000, Loss: 0.5307, top1: 87.5000
Epoch [13/3000], Iter [30/105], lr: 0.010000, Loss: 0.8580, top1: 76.2500
Epoch [13/3000], Iter [40/105], lr: 0.010000, Loss: 0.8745, top1: 74.3750
Epoch [13/3000], Iter [50/105], lr: 0.010000, Loss: 0.6729, top1: 80.0000
Epoch [13/3000], Iter [60/105], lr: 0.010000, Loss: 0.6378, top1: 82.5000
Epoch [13/3000], Iter [70/105], lr: 0.010000, Loss: 0.6903, top1: 78.7500
Epoch [13/3000], Iter [80/105], lr: 0.010000, Loss: 0.6826, top1: 81.8750
Epoch [13/3000], Iter [90/105], lr: 0.010000, Loss: 0.6175, top1: 81.8750
Epoch [13/3000], Iter [100/105], lr: 0.010000, Loss: 0.7283, top1: 77.5000
Epoch [13/3000], Val_Loss: 0.7868, Val_top1: 74.2925, val_time: 3.8478 s
Epoch [14/3000], Iter [10/105], lr: 0.010000, Loss: 0.8045, top1: 74.5833
Epoch [14/3000], Iter [20/105], lr: 0.010000, Loss: 0.6963, top1: 77.5000
Epoch [14/3000], Iter [30/105], lr: 0.010000, Loss: 0.6429, top1: 80.6250
Epoch [14/3000], Iter [40/105], lr: 0.010000, Loss: 0.5842, top1: 82.5000
Epoch [14/3000], Iter [50/105], lr: 0.010000, Loss: 0.6838, top1: 75.0000
Epoch [14/3000], Iter [60/105], lr: 0.010000, Loss: 0.4508, top1: 88.1250
Epoch [14/3000], Iter [70/105], lr: 0.010000, Loss: 0.6170, top1: 81.8750
Epoch [14/3000], Iter [80/105], lr: 0.010000, Loss: 0.6044, top1: 80.0000
Epoch [14/3000], Iter [90/105], lr: 0.010000, Loss: 0.8282, top1: 74.3750
Epoch [14/3000], Iter [100/105], lr: 0.010000, Loss: 0.6821, top1: 80.6250
Epoch [14/3000], Val_Loss: 0.3705, Val_top1: 88.4434, val_time: 3.9187 s
Epoch [15/3000], Iter [10/105], lr: 0.010000, Loss: 0.6500, top1: 82.9167
Epoch [15/3000], Iter [20/105], lr: 0.010000, Loss: 0.7653, top1: 75.6250
Epoch [15/3000], Iter [30/105], lr: 0.010000, Loss: 0.6212, top1: 81.2500
Epoch [15/3000], Iter [40/105], lr: 0.010000, Loss: 0.6051, top1: 79.3750
Epoch [15/3000], Iter [50/105], lr: 0.010000, Loss: 0.7787, top1: 73.7500
Epoch [15/3000], Iter [60/105], lr: 0.010000, Loss: 0.6221, top1: 82.5000
Epoch [15/3000], Iter [70/105], lr: 0.010000, Loss: 0.6531, top1: 79.3750
Epoch [15/3000], Iter [80/105], lr: 0.010000, Loss: 0.6012, top1: 78.7500
Epoch [15/3000], Iter [90/105], lr: 0.010000, Loss: 0.7024, top1: 76.8750
Epoch [15/3000], Iter [100/105], lr: 0.010000, Loss: 0.7706, top1: 76.2500
Epoch [15/3000], Val_Loss: 0.3494, Val_top1: 91.0377, val_time: 3.8837 s
Epoch [16/3000], Iter [10/105], lr: 0.010000, Loss: 0.6665, top1: 81.2500
Epoch [16/3000], Iter [20/105], lr: 0.010000, Loss: 0.9592, top1: 74.3750
Epoch [16/3000], Iter [30/105], lr: 0.010000, Loss: 0.7689, top1: 76.2500
Epoch [16/3000], Iter [40/105], lr: 0.010000, Loss: 0.6284, top1: 79.3750
Epoch [16/3000], Iter [50/105], lr: 0.010000, Loss: 0.6355, top1: 83.1250
Epoch [16/3000], Iter [60/105], lr: 0.010000, Loss: 0.5830, top1: 85.0000
Epoch [16/3000], Iter [70/105], lr: 0.010000, Loss: 0.5923, top1: 82.5000
Epoch [16/3000], Iter [80/105], lr: 0.010000, Loss: 0.5863, top1: 80.6250
Epoch [16/3000], Iter [90/105], lr: 0.010000, Loss: 0.6484, top1: 79.3750
Epoch [16/3000], Iter [100/105], lr: 0.010000, Loss: 0.6561, top1: 83.1250
Epoch [16/3000], Val_Loss: 0.2901, Val_top1: 91.7453, val_time: 3.8626 s
Epoch [17/3000], Iter [10/105], lr: 0.010000, Loss: 0.6422, top1: 79.5833
Epoch [17/3000], Iter [20/105], lr: 0.010000, Loss: 0.5575, top1: 83.7500
Epoch [17/3000], Iter [30/105], lr: 0.010000, Loss: 0.6498, top1: 80.6250
Epoch [17/3000], Iter [40/105], lr: 0.010000, Loss: 0.6086, top1: 80.0000
Epoch [17/3000], Iter [50/105], lr: 0.010000, Loss: 0.5876, top1: 80.6250
Epoch [17/3000], Iter [60/105], lr: 0.010000, Loss: 0.6086, top1: 79.3750
Epoch [17/3000], Iter [70/105], lr: 0.010000, Loss: 0.7427, top1: 75.6250
Epoch [17/3000], Iter [80/105], lr: 0.010000, Loss: 0.4664, top1: 86.2500
Epoch [17/3000], Iter [90/105], lr: 0.010000, Loss: 0.6680, top1: 81.8750
Epoch [17/3000], Iter [100/105], lr: 0.010000, Loss: 0.7412, top1: 78.7500
Epoch [17/3000], Val_Loss: 0.3405, Val_top1: 91.0377, val_time: 3.8899 s
Epoch [18/3000], Iter [10/105], lr: 0.010000, Loss: 0.7446, top1: 77.0833
Epoch [18/3000], Iter [20/105], lr: 0.010000, Loss: 0.6640, top1: 80.6250
Epoch [18/3000], Iter [30/105], lr: 0.010000, Loss: 0.6794, top1: 77.5000
Epoch [18/3000], Iter [40/105], lr: 0.010000, Loss: 0.5943, top1: 80.0000
Epoch [18/3000], Iter [50/105], lr: 0.010000, Loss: 0.6952, top1: 77.5000
Epoch [18/3000], Iter [60/105], lr: 0.010000, Loss: 0.6486, top1: 78.1250
Epoch [18/3000], Iter [70/105], lr: 0.010000, Loss: 0.6077, top1: 79.3750
Epoch [18/3000], Iter [80/105], lr: 0.010000, Loss: 0.5510, top1: 86.2500
Epoch [18/3000], Iter [90/105], lr: 0.010000, Loss: 0.6634, top1: 77.5000
Epoch [18/3000], Iter [100/105], lr: 0.010000, Loss: 0.5967, top1: 80.6250
Epoch [18/3000], Val_Loss: 0.3591, Val_top1: 90.5660, val_time: 3.8809 s
Epoch [19/3000], Iter [10/105], lr: 0.010000, Loss: 0.6446, top1: 80.4167
Epoch [19/3000], Iter [20/105], lr: 0.010000, Loss: 0.5725, top1: 83.7500
Epoch [19/3000], Iter [30/105], lr: 0.010000, Loss: 0.6875, top1: 76.8750
Epoch [19/3000], Iter [40/105], lr: 0.010000, Loss: 0.6862, top1: 75.6250
Epoch [19/3000], Iter [50/105], lr: 0.010000, Loss: 0.5803, top1: 81.2500
Epoch [19/3000], Iter [60/105], lr: 0.010000, Loss: 0.7407, top1: 78.7500
Epoch [19/3000], Iter [70/105], lr: 0.010000, Loss: 0.7114, top1: 79.3750
Epoch [19/3000], Iter [80/105], lr: 0.010000, Loss: 0.4552, top1: 86.2500
Epoch [19/3000], Iter [90/105], lr: 0.010000, Loss: 0.5460, top1: 81.2500
Epoch [19/3000], Iter [100/105], lr: 0.010000, Loss: 0.7273, top1: 80.0000
Epoch [19/3000], Val_Loss: 0.3602, Val_top1: 91.0377, val_time: 3.8688 s
Epoch [20/3000], Iter [10/105], lr: 0.010000, Loss: 0.6419, top1: 80.0000
Epoch [20/3000], Iter [20/105], lr: 0.010000, Loss: 0.5834, top1: 82.5000
Epoch [20/3000], Iter [30/105], lr: 0.010000, Loss: 0.7006, top1: 76.8750
Epoch [20/3000], Iter [40/105], lr: 0.010000, Loss: 0.5018, top1: 85.6250
Epoch [20/3000], Iter [50/105], lr: 0.010000, Loss: 0.6602, top1: 82.5000
Epoch [20/3000], Iter [60/105], lr: 0.010000, Loss: 0.5857, top1: 82.5000
Epoch [20/3000], Iter [70/105], lr: 0.010000, Loss: 0.6574, top1: 79.3750
Epoch [20/3000], Iter [80/105], lr: 0.010000, Loss: 0.6789, top1: 76.8750
Epoch [20/3000], Iter [90/105], lr: 0.010000, Loss: 0.4739, top1: 87.5000
Epoch [20/3000], Iter [100/105], lr: 0.010000, Loss: 0.7071, top1: 78.1250
Epoch [20/3000], Val_Loss: 0.4165, Val_top1: 87.0283, val_time: 3.8744 s
Epoch [21/3000], Iter [10/105], lr: 0.001000, Loss: 0.5885, top1: 82.9167
Epoch [21/3000], Iter [20/105], lr: 0.001000, Loss: 0.4659, top1: 86.8750
Epoch [21/3000], Iter [30/105], lr: 0.001000, Loss: 0.5022, top1: 83.7500
Epoch [21/3000], Iter [40/105], lr: 0.001000, Loss: 0.4113, top1: 88.7500
Epoch [21/3000], Iter [50/105], lr: 0.001000, Loss: 0.4033, top1: 85.0000
Epoch [21/3000], Iter [60/105], lr: 0.001000, Loss: 0.3868, top1: 91.2500
Epoch [21/3000], Iter [70/105], lr: 0.001000, Loss: 0.3221, top1: 91.2500
Epoch [21/3000], Iter [80/105], lr: 0.001000, Loss: 0.4316, top1: 88.1250
Epoch [21/3000], Iter [90/105], lr: 0.001000, Loss: 0.5101, top1: 85.0000
Epoch [21/3000], Iter [100/105], lr: 0.001000, Loss: 0.3117, top1: 90.6250
Epoch [21/3000], Val_Loss: 0.2063, Val_top1: 93.3962, val_time: 3.9071 s
Epoch [22/3000], Iter [10/105], lr: 0.001000, Loss: 0.3828, top1: 90.0000
Epoch [22/3000], Iter [20/105], lr: 0.001000, Loss: 0.4494, top1: 85.6250
Epoch [22/3000], Iter [30/105], lr: 0.001000, Loss: 0.3366, top1: 92.5000
Epoch [22/3000], Iter [40/105], lr: 0.001000, Loss: 0.4304, top1: 88.1250
Epoch [22/3000], Iter [50/105], lr: 0.001000, Loss: 0.3133, top1: 91.2500
Epoch [22/3000], Iter [60/105], lr: 0.001000, Loss: 0.4318, top1: 86.2500
Epoch [22/3000], Iter [70/105], lr: 0.001000, Loss: 0.4055, top1: 88.7500
Epoch [22/3000], Iter [80/105], lr: 0.001000, Loss: 0.4001, top1: 85.0000
Epoch [22/3000], Iter [90/105], lr: 0.001000, Loss: 0.5599, top1: 86.2500
Epoch [22/3000], Iter [100/105], lr: 0.001000, Loss: 0.4733, top1: 85.0000
Epoch [22/3000], Val_Loss: 0.1722, Val_top1: 95.0472, val_time: 3.8862 s
Epoch [23/3000], Iter [10/105], lr: 0.001000, Loss: 0.3637, top1: 87.9167
Epoch [23/3000], Iter [20/105], lr: 0.001000, Loss: 0.4129, top1: 88.1250
Epoch [23/3000], Iter [30/105], lr: 0.001000, Loss: 0.3957, top1: 90.6250
Epoch [23/3000], Iter [40/105], lr: 0.001000, Loss: 0.3873, top1: 88.1250
Epoch [23/3000], Iter [50/105], lr: 0.001000, Loss: 0.3501, top1: 93.1250
Epoch [23/3000], Iter [60/105], lr: 0.001000, Loss: 0.3171, top1: 91.8750
Epoch [23/3000], Iter [70/105], lr: 0.001000, Loss: 0.3154, top1: 88.7500
Epoch [23/3000], Iter [80/105], lr: 0.001000, Loss: 0.3609, top1: 88.7500
Epoch [23/3000], Iter [90/105], lr: 0.001000, Loss: 0.4809, top1: 81.8750
Epoch [23/3000], Iter [100/105], lr: 0.001000, Loss: 0.5047, top1: 85.0000
Epoch [23/3000], Val_Loss: 0.1617, Val_top1: 95.2830, val_time: 3.9563 s
Epoch [24/3000], Iter [10/105], lr: 0.001000, Loss: 0.4454, top1: 87.9167
Epoch [24/3000], Iter [20/105], lr: 0.001000, Loss: 0.3529, top1: 90.0000
Epoch [24/3000], Iter [30/105], lr: 0.001000, Loss: 0.3630, top1: 88.7500
Epoch [24/3000], Iter [40/105], lr: 0.001000, Loss: 0.3460, top1: 91.2500
Epoch [24/3000], Iter [50/105], lr: 0.001000, Loss: 0.3093, top1: 91.2500
Epoch [24/3000], Iter [60/105], lr: 0.001000, Loss: 0.3818, top1: 88.7500
Epoch [24/3000], Iter [70/105], lr: 0.001000, Loss: 0.4833, top1: 87.5000
Epoch [24/3000], Iter [80/105], lr: 0.001000, Loss: 0.3115, top1: 93.1250
Epoch [24/3000], Iter [90/105], lr: 0.001000, Loss: 0.3609, top1: 90.6250
Epoch [24/3000], Iter [100/105], lr: 0.001000, Loss: 0.2676, top1: 91.8750
Epoch [24/3000], Val_Loss: 0.1703, Val_top1: 94.5755, val_time: 3.9037 s
Epoch [25/3000], Iter [10/105], lr: 0.001000, Loss: 0.3535, top1: 91.2500
Epoch [25/3000], Iter [20/105], lr: 0.001000, Loss: 0.2318, top1: 93.1250
Epoch [25/3000], Iter [30/105], lr: 0.001000, Loss: 0.3463, top1: 88.1250
Epoch [25/3000], Iter [40/105], lr: 0.001000, Loss: 0.4217, top1: 86.8750
Epoch [25/3000], Iter [50/105], lr: 0.001000, Loss: 0.3337, top1: 90.6250
Epoch [25/3000], Iter [60/105], lr: 0.001000, Loss: 0.2961, top1: 91.2500
Epoch [25/3000], Iter [70/105], lr: 0.001000, Loss: 0.4444, top1: 86.8750
Epoch [25/3000], Iter [80/105], lr: 0.001000, Loss: 0.3031, top1: 91.2500
Epoch [25/3000], Iter [90/105], lr: 0.001000, Loss: 0.3045, top1: 91.2500
Epoch [25/3000], Iter [100/105], lr: 0.001000, Loss: 0.3410, top1: 90.0000
Epoch [25/3000], Val_Loss: 0.1376, Val_top1: 95.5189, val_time: 3.8255 s
Epoch [26/3000], Iter [10/105], lr: 0.001000, Loss: 0.3543, top1: 90.4167
Epoch [26/3000], Iter [20/105], lr: 0.001000, Loss: 0.3587, top1: 88.1250
Epoch [26/3000], Iter [30/105], lr: 0.001000, Loss: 0.2856, top1: 92.5000
Epoch [26/3000], Iter [40/105], lr: 0.001000, Loss: 0.4062, top1: 88.7500
Epoch [26/3000], Iter [50/105], lr: 0.001000, Loss: 0.3331, top1: 91.2500
Epoch [26/3000], Iter [60/105], lr: 0.001000, Loss: 0.1910, top1: 96.2500
Epoch [26/3000], Iter [70/105], lr: 0.001000, Loss: 0.5485, top1: 83.1250
Epoch [26/3000], Iter [80/105], lr: 0.001000, Loss: 0.4016, top1: 86.2500
Epoch [26/3000], Iter [90/105], lr: 0.001000, Loss: 0.3578, top1: 86.8750
Epoch [26/3000], Iter [100/105], lr: 0.001000, Loss: 0.4438, top1: 86.2500
Epoch [26/3000], Val_Loss: 0.1525, Val_top1: 95.2830, val_time: 3.9045 s
Epoch [27/3000], Iter [10/105], lr: 0.001000, Loss: 0.3650, top1: 90.4167
Epoch [27/3000], Iter [20/105], lr: 0.001000, Loss: 0.2835, top1: 91.8750
Epoch [27/3000], Iter [30/105], lr: 0.001000, Loss: 0.2671, top1: 93.7500
Epoch [27/3000], Iter [40/105], lr: 0.001000, Loss: 0.4963, top1: 83.1250
Epoch [27/3000], Iter [50/105], lr: 0.001000, Loss: 0.2655, top1: 92.5000
Epoch [27/3000], Iter [60/105], lr: 0.001000, Loss: 0.3314, top1: 91.2500
Epoch [27/3000], Iter [70/105], lr: 0.001000, Loss: 0.3136, top1: 90.6250
Epoch [27/3000], Iter [80/105], lr: 0.001000, Loss: 0.3259, top1: 89.3750
Epoch [27/3000], Iter [90/105], lr: 0.001000, Loss: 0.3528, top1: 90.0000
Epoch [27/3000], Iter [100/105], lr: 0.001000, Loss: 0.2755, top1: 92.5000
Epoch [27/3000], Val_Loss: 0.1439, Val_top1: 95.7547, val_time: 3.9072 s
Epoch [28/3000], Iter [10/105], lr: 0.001000, Loss: 0.2946, top1: 92.0833
Epoch [28/3000], Iter [20/105], lr: 0.001000, Loss: 0.2292, top1: 93.7500
Epoch [28/3000], Iter [30/105], lr: 0.001000, Loss: 0.3438, top1: 90.6250
